stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9021080090400000,Hamburg ZOB/Bus-Port,53.552150,10.010656,1,,
9021086099656000,Köbenhavns Lufthavn terminal 1,55.628934,12.631914,1,,
9021086099658000,Köbenhavns Lufthavn terminal 2,55.629120,12.644670,1,,
9021086099659000,Köbenhavns Lufthavn terminal 3,55.628602,12.648984,1,,
9021076099986000,Moss lufthavn Rygge,59.379536,10.797792,1,,
9021081099988000,"Sölden, Freizeit Arena",0,0,1,,
9021081099989000,"Ischgl, Florianplatz",0,0,1,,
9021081099991000,"Saalbach, Schattberg X-press",0,0,1,,
9021081099992000,"Wagrain, Parkplatz Grafenberg",0,0,1,,
9021081099995000,"Obertauern, Hotel Marietta",0,0,1,,
9022074000001001,Stockholm Centralstation,59.330139,18.058155,0,9021074000001000,*
9022074000002001,Göteborg Centralstation,57.708894,11.973478,0,9021074000002000,*
9022074000003001,Malmö Centralstation,55.609458,13.000913,0,9021074000003000,*
9022074000004001,Alvesta station,56.898781,14.556318,0,9021074000004000,*
9022074000005001,Uppsala Centralstation,59.858533,17.646086,0,9021074000005000,*
9022074000006001,Hässleholm Centralstation,56.157759,13.763138,0,9021074000006000,*
9022074000007001,Norrköping Centralstation,58.596626,16.183346,0,9021074000007000,*
9022074000008001,Skövde Centralstation,58.390896,13.853193,0,9021074000008000,*
9022074000009001,Linköping Centralstation,58.416635,15.624963,0,9021074000009000,*
9022074000018001,Alingsås station,57.926861,12.532493,0,9021074000018000,*
9022074000019001,Leksand station,60.733992,15.003328,0,9021074000019000,*
9022074000020001,Kalmar Centralstation,56.661282,16.360067,0,9021074000020000,*
9022074000023001,Säffle station,59.132229,12.916874,0,9021074000023000,*
9022074000025001,Storlien station,63.316084,12.099118,0,9021074000025000,*
9022074000026001,Säter station,60.346490,15.757054,0,9021074000026000,*
9022074000027001,Märsta station,59.628181,17.861620,0,9021074000027000,*
9022074000030001,Falun Centralstation,60.603289,15.641624,0,9021074000030000,*
9022074000031001,Flemingsberg station,59.217957,17.945682,0,9021074000031000,*
9022074000032001,Bräcke station,62.750053,15.417085,0,9021074000032000,*
9022074000036001,Floby station,58.139307,13.335301,0,9021074000036000,*
9022074000039001,Mellerud station,58.701860,12.464742,0,9021074000039000,*
9022074000040001,Herrljunga station,58.079186,13.021274,0,9021074000040000,*
9022074000041001,Tranås station,58.037967,14.975024,0,9021074000041000,*
9022074000042001,Hedemora station,60.274000,15.980318,0,9021074000042000,*
9022074000044001,Helsingborg Centralstation,56.044403,12.694262,0,9021074000044000,*
9022074000045001,Älmhult station,56.551426,14.136985,0,9021074000045000,*
9022074000049001,Södertälje hamn station,59.179301,17.646538,0,9021074000049000,*
9022074000052001,Värnamo station,57.186284,14.035722,0,9021074000052000,*
9022074000055001,Södertälje Syd station,59.162411,17.645368,0,9021074000055000,*
9022074000059001,Björkliden station,68.406591,18.686673,0,9021074000059000,*
9022074000060001,Falköping Centralstation,58.176100,13.553793,0,9021074000060000,*
9022074000062001,Smedjebacken station,60.136321,15.405814,0,9021074000062000,*
9022074000063001,Enafors station,63.289993,12.337211,0,9021074000063000,*
9022074000069001,Ronneby station,56.206975,15.282938,0,9021074000069000,*
9022074000070001,Karlstad Centralstation,59.377797,13.499047,0,9021074000070000,*
9022074000072001,Enköping station,59.644324,17.086745,0,9021074000072000,*
9022074000073001,Karlshamn station,56.176511,14.868018,0,9021074000073000,*
9022074000076001,Åmål station,59.046416,12.698150,0,9021074000076000,*
9022074000077001,Hallsberg station,59.067102,15.110379,0,9021074000077000,*
9022074000080001,Halmstad Centralstation,56.669271,12.864841,0,9021074000080000,*
9022074000089001,Hestra station,57.443284,13.595838,0,9021074000089000,*
9022074000090001,Jönköping Centralstation,57.784705,14.163321,0,9021074000090000,*
9022074000096001,Emmaboda station,56.629746,15.535500,0,9021074000096000,*
9022074000097001,Tällberg station,60.818240,15.018401,0,9021074000097000,*
